,word,idf
2900,位置,114.41855203619909
2040,出血,114.6780045351474
2813,小偷,114.80817253121452
4240,花,114.93863636363636
822,久,115.20045558086561
1795,刚刚,115.46347031963471
2372,掉下来,116.12629161882893
3974,难过,116.39355581127732
2139,走路,116.66205305651673
778,更,116.79676674364896
1155,不理,116.93179190751445
5120,想着,117.06712962962963
1562,黄色,117.47502903600464
2848,胳膊,117.61162790697675
614,第一次,118.02333722287048
149,砸,118.02333722287048
45,楼上,118.29941520467837
2579,婴儿,118.5767878077374
177,几次,118.71596244131456
4083,大蛇,118.71596244131456
150,一间,118.85546415981199
3029,天空,118.99529411764706
1833,车子,118.99529411764706
2191,路过,119.13545347467608
3247,单位,119.27594339622641
3815,很长,119.41676505312869
1931,小时候,119.41676505312869
482,帮助,120.12589073634204
2909,问题,120.26872770511297
655,头上,120.41190476190476
2112,下雨,120.55542312276519
2610,前女友,120.55542312276519
752,越,120.98803827751196
1158,解释,121.42376950780312
2420,貌似,121.42376950780312
113,舒服,122.15700483091787
1591,树上,122.15700483091787
942,白,122.30471584038695
1720,挖,122.60121212121211
2897,牙,122.60121212121211
5375,还梦到,123.1985383678441
581,逃,123.34878048780487
3880,掉下去,123.65036674816626
518,活着,123.65036674816626
254,盖,123.80171358629131
256,大便,123.80171358629131
499,这时候,123.80171358629131
2619,一座,123.95343137254902
17,收拾,123.95343137254902
1208,正好,124.25798525798525
907,学生,124.25798525798525
2376,手指,124.56403940886699
1218,恐怖,124.56403940886699
1048,一口,124.71763255240444
1163,家门口,124.71763255240444
274,着急,125.02595797280593
2958,动物,125.02595797280593
181,剩下,125.3358116480793
1893,陌生人,125.9601494396015
2363,拍,126.4325
5995,熟人,126.4325
186,坏人,126.59073842302878
456,停,126.90840652446676
621,愿意,126.90840652446676
3222,树,127.0678391959799
1901,代表,127.0678391959799
931,只能,127.0678391959799
631,干,127.54854981084489
5184,可爱,127.54854981084489
229,捉,127.70959595959596
1236,红,128.03291139240505
2558,报警,128.35786802030458
2135,远,128.52096569250318
3232,杀死,129.50832266325224
2574,楼下,129.8408215661104
4308,婚礼,130.84864165588615
61,装,131.0181347150259
1261,大学,131.1880674448768
2910,公司,131.1880674448768
1981,初中,131.35844155844157
2807,拽,131.70052083333334
1521,洞,131.70052083333334
830,凶,132.21699346405228
3430,龙,132.21699346405228
396,外公,132.73753280839895
506,地里,132.73753280839895
372,养,132.73753280839895
846,一件,132.9119579500657
2325,孕妇,133.08684210526314
5938,宝宝,133.08684210526314
1933,河,133.08684210526314
969,到底,133.26218708827403
2644,绿色,133.26218708827403
2445,好看,133.43799472295515
564,很漂亮,133.61426684280053
728,上学,133.61426684280053
1506,真实,133.61426684280053
736,越来越,133.7910052910053
630,僵尸,134.14588859416446
551,好象,134.32403718459494
2761,预示,134.86133333333333
1739,藏,135.4029451137885
2512,钱包,135.76644295302015
1513,碰见,135.76644295302015
619,难受,136.13189771197847
3018,恶心,136.31536388140162
3457,司机,136.31536388140162
1335,一句,136.68378378378378
4232,亲,137.05420054200542
4719,尿,137.4266304347826
2907,平时,137.61360544217686
461,断,138.1775956284153
2408,答应,138.36662106703147
1850,火,138.36662106703147
2995,妻子,138.74622770919066
1918,照片,138.74622770919066
233,嘴,138.9368131868132
1693,桥,139.12792297111417
6956,狼,139.51172413793103
973,很小,139.51172413793103
832,上课,139.70441988950276
4727,摔,140.28571428571428
1128,解答,140.28571428571428
1802,擦,140.6759388038943
3398,开门,140.87186629526462
1819,好久,141.26536312849163
2105,一对,141.26536312849163
85,反正,141.46293706293707
2468,两次,141.46293706293707
180,不行,141.85974754558205
1477,天上,142.66008462623412
5026,追着,143.4695035460993
142,摩托车,143.67329545454547
2823,打算,143.87766714082503
1482,挣扎,143.87766714082503
3835,尾巴,144.49428571428572
4975,两,144.70100143061515
1144,全身,144.70100143061515
1288,拿出,146.16473988439307
4148,蜘蛛,146.8011611030479
3275,前夫,147.01453488372093
469,有没有,147.22852983988355
3082,菜,147.87426900584796
2495,好好,148.96318114874816
3112,需要,148.96318114874816
566,鸡,148.96318114874816
2273,屋子里,149.4032496307238
683,心想,149.4032496307238
110,清晰,149.62426035502958
4762,每次,150.29123328380388
1071,进入,150.29123328380388
539,舅舅,150.73919523099852
910,一种,150.73919523099852
573,偷偷,150.9641791044776
3026,牛,150.9641791044776
1943,家里人,151.41616766467067
1124,总,151.87087087087087
2251,大鱼,152.09924812030076
3964,闺蜜,153.0196671709531
2950,一下子,153.71732522796353
2309,曾经,153.71732522796353
722,讲,153.95129375951294
1770,生病,153.95129375951294
4806,出去玩,154.65749235474007
1626,叔叔,154.89433384379785
1570,一大,155.1319018404908
4477,梦醒,155.37019969278035
1543,差不多,155.60923076923078
4713,一人,156.0895061728395
59,袋子,156.0895061728395
3090,心情,156.57275541795664
425,具体,156.815503875969
571,走进,157.05900621118013
3563,旅游,157.303265940902
35,坟墓,157.303265940902
1017,想起,157.54828660436138
1577,一堆,158.040625
1758,乱,158.5360501567398
3774,死人,159.78830963665087
911,快要,160.29477020602218
3838,身子,160.29477020602218
410,厨房,160.54920634920634
1381,墙上,160.80445151033388
656,字,160.80445151033388
2913,忙,162.61414790996784
3281,发,162.61414790996784
2240,现实生活,163.13870967741934
5657,推,163.66666666666666
2153,扑,163.66666666666666
2434,老房子,163.93192868719612
2789,暗恋,164.19805194805195
1634,我怕,164.19805194805195
2183,一双,164.4650406504065
4187,男子,165.0016313213703
3002,没见,165.27124183006535
1317,消失,165.81311475409836
2140,小孩子,166.08538587848932
3023,一头,166.08538587848932
3676,刚好,166.08538587848932
9676,照顾,166.35855263157896
4820,元,166.35855263157896
3319,缠,166.35855263157896
889,她家,166.6326194398682
3565,街上,166.9075907590759
6307,池塘,167.46026490066225
2745,一身,167.46026490066225
1375,用手,167.7379767827529
634,埋,167.7379767827529
2274,中午,167.7379767827529
2028,老头,168.29617304492513
390,邻居家,168.29617304492513
2522,女同学,168.29617304492513
1746,途中,168.57666666666665
3812,捞,168.57666666666665
2036,背着,168.85809682804674
1351,危险,169.42378559463987
1996,模糊,169.42378559463987
797,墙,169.42378559463987
5112,一路,169.70805369127515
3582,间,169.99327731092436
407,主人,170.2794612794613
5328,做饭,170.2794612794613
4657,吵,170.85472972972974
633,一家人,171.14382402707275
2557,女鬼,171.14382402707275
349,抬,171.14382402707275
620,第二次,172.01700680272108
956,想到,172.3100511073254
3298,伤口,173.19520547945206
979,一声,173.49228130360206
814,一眼,173.79037800687286
3332,安全,173.79037800687286
5118,猪,173.79037800687286
74,面,173.79037800687286
1173,厉害,174.3896551724138
1894,杀人,174.3896551724138
7694,光,174.3896551724138
13,办,174.6908462867012
1298,大声,174.6908462867012
298,左边,174.6908462867012
2000,寓意,174.99307958477507
2517,怀里,174.99307958477507
4788,山,175.29636048526862
885,钥匙,175.60069444444446
763,分,175.60069444444446
4023,其他人,175.90608695652173
299,右边,176.21254355400697
1216,地下,176.52006980802793
3392,小学,176.52006980802793
1691,河水,177.44912280701755
2469,高中,177.44912280701755
476,攻击,177.7609841827768
201,可怕,177.7609841827768
1488,带我去,178.38800705467372
241,伤害,178.38800705467372
414,老太太,179.01946902654868
1652,多年,179.3368794326241
3000,深,179.65541740674956
1785,一定,179.97508896797154
2682,看不见,179.97508896797154
2859,剩,180.2959001782531
1804,背,180.2959001782531
253,就让,180.94096601073346
2483,屁股,181.2652329749104
24,坟,181.59066427289048
5500,追赶,181.59066427289048
2601,雨,181.91726618705036
6002,公交车,182.5740072202166
2805,绳子,182.90415913200724
2427,放到,183.2355072463768
756,紧张,183.2355072463768
5831,哭醒,183.2355072463768
4681,姑姑,183.56805807622504
3443,分开,183.9018181818182
2988,游,184.2367941712204
1580,超市,184.57299270072994
1451,开着,184.57299270072994
204,白天,184.57299270072994
1779,两人,184.91042047531994
82,拿走,185.24908424908426
3423,地面,185.24908424908426
2100,我姐,185.93014705882354
6037,老爸,186.27255985267035
2068,女子,186.61623616236162
587,玻璃,186.9611829944547
5459,翻,187.3074074074074
22,卧室,187.65491651205937
1556,旧,187.65491651205937
1414,处,188.705223880597
9506,鸡蛋,189.05794392523364
676,自已,189.05794392523364
2835,剪,189.4119850187266
1818,纸,189.76735459662288
6145,小猫,189.76735459662288
325,表哥,189.76735459662288
1937,媳妇,190.12406015037595
3264,成功,190.48210922787194
377,不同,190.84150943396227
2593,意识,190.84150943396227
328,身后,190.84150943396227
1793,聊,191.56439393939394
188,右手,192.29277566539923
4864,注意,192.29277566539923
1148,要求,192.6590476190476
1470,上车,192.6590476190476
6312,水中,193.76628352490422
3295,枪,194.13819577735126
6076,姥爷,194.51153846153846
4015,努力,194.88631984585743
4883,变得,195.26254826254825
3126,转,195.26254826254825
2545,保护,195.26254826254825
2951,我哥,195.6402321083172
866,左手,195.6402321083172
4060,朋友家,195.6402321083172
1889,吓醒,195.6402321083172
2043,看不到,196.01937984496124
6895,扶,196.01937984496124
5589,扎,196.4
8103,马,197.16569200779728
2073,隔壁,197.55078125
5879,检查,197.55078125
1815,坐车,197.55078125
1097,嫂子,197.93737769080235
8778,玩耍,197.93737769080235
922,休息,197.93737769080235
2461,回答,198.32549019607842
3686,喝酒,198.32549019607842
2089,不错,198.32549019607842
760,见面,198.71512770137525
380,是因为,198.71512770137525
1589,第一个,198.71512770137525
1027,转身,199.4990138067061
4735,悬崖,200.2891089108911
4503,兔子,200.2891089108911
175,结束,200.68650793650792
1911,画面,201.48605577689244
3954,着火,201.48605577689244
2093,年轻,201.8882235528942
1932,兄弟,202.292
1107,连续,202.292
837,意味着,202.292
3343,香,202.69739478957916
887,根本,202.69739478957916
4267,干活,202.69739478957916
856,门外,203.10441767068272
1231,碗,203.51307847082495
1379,往外,203.51307847082495
363,阿姨,203.9233870967742
3142,拔,203.9233870967742
739,拒绝,204.748987854251
2955,家中,205.58130081300814
2132,大哭,206.0
319,船,206.0
2029,钓鱼,206.4204081632653
2937,戴,206.4204081632653
5111,很着急,206.4204081632653
749,长得,206.84253578732105
431,气,208.119341563786
6317,娘家,208.54845360824743
9106,带走,208.54845360824743
3824,病,208.54845360824743
3406,男同学,208.9793388429752
4593,饭店,208.9793388429752
803,之间,209.4120082815735
4829,大雨,209.4120082815735
7230,狗狗,209.4120082815735
2360,没想到,209.4120082815735
901,男性,209.4120082815735
3210,房顶,209.84647302904565
4619,下楼,209.84647302904565
303,两边,210.2827442827443
329,走过,211.160751565762
165,没什么,212.04612159329142
1637,大门,212.04612159329142
1571,一小,212.04612159329142
1444,咬住,212.49159663865547
1161,蓝色,212.49159663865547
1210,两天,212.49159663865547
366,真,212.49159663865547
2509,逛街,212.93894736842105
1357,留下,212.93894736842105
348,抬头,213.83932346723046
104,完全,214.29237288135593
1820,听说,214.29237288135593
1033,最终,214.74734607218684
4827,狮子,215.20425531914893
608,老是,215.20425531914893
116,解,215.6631130063966
3077,幸福,215.6631130063966
869,一层,215.6631130063966
3899,上岸,216.1239316239316
4590,好友,216.1239316239316
2663,手臂,216.58672376873662
4826,却是,216.58672376873662
1979,莫名其妙,217.05150214592274
3744,小鱼,217.51827956989248
4085,蛇头,217.51827956989248
4368,饭,217.98706896551724
1925,吓人,217.98706896551724
920,客厅,218.93073593073592
1164,不断,218.93073593073592
1917,拍照,219.4056399132321
654,皮,219.4056399132321
5390,女孩子,219.88260869565218
1393,背上,220.36165577342047
9701,公公,220.36165577342047
666,搞,220.84279475982532
1018,日本,221.32603938730853
4246,鳄鱼,221.32603938730853
1848,不用,221.32603938730853
1890,刚才,221.81140350877192
1877,捅,221.81140350877192
2080,重新,222.2989010989011
2693,只好,223.280353200883
6840,不怎么,223.280353200883
4294,骑车,223.280353200883
3400,搬,223.77433628318585
3970,不久,223.77433628318585
5893,我醒,224.76888888888888
4603,决定,224.76888888888888
1935,阳台,225.2694877505568
510,爱人,225.2694877505568
7170,赶快,225.77232142857142
1074,每个,225.77232142857142
2141,故意,225.77232142857142
3553,来看,226.27740492170022
6740,店里,226.27740492170022
3741,甩,226.7847533632287
4143,劝,226.7847533632287
4695,沙发,227.8063063063063
5222,过后,227.8063063063063
9912,人来,227.8063063063063
4927,选择,228.83710407239818
3037,外地,228.83710407239818
1891,一段,228.83710407239818
2847,碎,228.83710407239818
2873,表姐,228.83710407239818
691,二楼,228.83710407239818
2022,岸边,228.83710407239818
2974,进屋,228.83710407239818
836,看不清,229.3560090702948
3240,围着,229.87727272727273
3496,鸟,229.87727272727273
2261,骗,229.87727272727273
1755,办公室,230.40091116173122
2796,脱,230.40091116173122
84,苹果,230.40091116173122
1447,走到,230.92694063926942
1223,底下,230.92694063926942
56,关,230.92694063926942
2554,今年,230.92694063926942
2415,少,230.92694063926942
2876,拉屎,231.45537757437071
743,讨厌,231.45537757437071
4073,没人,231.45537757437071
481,正常,231.45537757437071
7544,姐妹,231.45537757437071
4068,煮,231.9862385321101
776,电影,231.9862385321101
2465,期间,232.51954022988505
5767,起床,232.51954022988505
1912,趴在,233.0552995391705
1326,指点,233.0552995391705
5242,痛苦,233.59353348729792
93,送给,234.13425925925927
2984,几条,234.13425925925927
2066,蹲,235.2232558139535
2224,白蛇,235.2232558139535
2590,爆炸,235.2232558139535
1939,门前,235.2232558139535
2169,狐狸,235.77156177156178
4236,钻,235.77156177156178
5541,寻找,236.32242990654206
3626,店,236.32242990654206
1610,第二个,236.32242990654206
1997,半天,236.32242990654206
2707,远处,236.87587822014052
457,马路,236.87587822014052
1617,留,237.99058823529413
9212,青蛙,237.99058823529413
2213,海边,237.99058823529413
2677,恐惧,238.55188679245282
1472,道,238.55188679245282
1669,最好,238.55188679245282
2165,感情,238.55188679245282
4077,洪水,239.1158392434988
2563,嘴巴,239.6824644549763
2380,痛,239.6824644549763
4892,介绍,241.3985680190931
9618,口袋,241.3985680190931
4623,拖,241.97607655502392
3054,反应,241.97607655502392
2866,下午,242.55635491606714
3204,跟前,243.13942307692307
3355,得到,243.13942307692307
3010,碰,243.7253012048193
4882,穿衣服,244.31400966183574
3044,太阳,245.5
33,看起来,245.5
1835,安慰,245.5
3535,好大,246.09732360097323
6776,棍子,246.09732360097323
1010,从来,246.69756097560975
1116,靠近,247.30073349633253
4650,世界,247.30073349633253
4521,汽车,247.30073349633253
2238,那天,248.5159705159705
2898,镜子,248.5159705159705
1337,无法,249.12807881773398
1422,明明,249.12807881773398
6887,往回,249.12807881773398
1861,装修,249.7432098765432
95,跑出去,249.7432098765432
4011,有时候,250.98263027295286
2269,插,251.60696517412936
5586,背后,252.23441396508727
5794,後,252.23441396508727
7144,爸爸妈妈,252.865
1999,这梦,252.865
1782,那人,252.865
1583,挑,252.865
909,累,253.4987468671679
1404,凌晨,253.4987468671679
875,脑袋,253.4987468671679
3526,多次,253.4987468671679
1465,追上,253.4987468671679
1469,我刚,253.4987468671679
6582,城市,254.1356783919598
1416,露出,254.1356783919598
968,抱住,254.1356783919598
443,急忙,254.7758186397985
7834,表妹,254.7758186397985
716,耳朵,254.7758186397985
1499,水面,255.41919191919192
63,口,256.0658227848101
5826,黑狗,256.0658227848101
11821,沒,256.0658227848101
3311,跳下去,256.0658227848101
5858,躲避,256.71573604060916
3861,每天,256.71573604060916
710,双手,256.71573604060916
106,很少,257.36895674300257
559,半夜,257.36895674300257
3370,干嘛,257.36895674300257
1769,未,257.36895674300257
3699,肯定,257.36895674300257
3243,冷,258.0255102040816
721,环境,258.0255102040816
4649,满,258.6854219948849
4281,吻,259.34871794871793
1516,收,259.34871794871793
2696,菩萨,259.34871794871793
1479,岸上,259.34871794871793
13937,說,260.0154241645244
3207,车里,260.0154241645244
2064,把门,260.6855670103093
2724,有钱,260.6855670103093
293,外,262.0362694300518
2218,几只,262.71688311688314
3165,内容,263.4010416666667
